pitch,phase,cycle,cat_cycle,participant,shift
-46.4274608005392,Hold,0,1,3,-100
5.64929066529408,Hold,0,1,4,100
-23.4724083972381,Hold,0,1,5,100
-46.9424882176447,Hold,0,1,6,-100
121.524372400087,Hold,0,1,7,100
0.837869862268197,Hold,0,1,8,-100
12.0792591577908,Hold,0,1,9,100
37.365299923716,Hold,0,1,10,-100
65.7699019804769,Hold,0,1,11,100
-22.7312245628553,Hold,0,1,12,-100
42.8380235865639,Hold,0,1,13,100
54.9150925080994,Hold,0,1,14,-100
-23.9520537197494,Hold,0,1,15,100
60.2759856715137,Hold,0,1,17,100
-14.9203464196844,Hold,0,1,19,100
170.710896162987,Hold,0,1,1,-100
54.7069237464865,Hold,0,1,2,100
32.3579681253323,Hold,0,1,3,-100
74.0159367593766,Hold,0,1,4,100
-26.6011594102929,Hold,0,1,6,-100
36.9921258674211,Hold,0,1,7,100
12.6675778113431,Hold,0,1,8,-100
-33.5203791572946,Hold,0,1,10,-100
-98.7686796748812,Hold,0,1,11,100
16.7602074341108,Hold,0,1,12,-100
-10.1328879482491,Hold,0,1,13,100
65.059245200811,Hold,0,1,14,-100
-3.42093941911575,Hold,0,1,15,100
-6.3285436542227,Hold,0,1,16,100
-32.1907021276365,Hold,0,1,17,100
-77.8389654913053,Hold,0,1,18,-100
-4.37045187912407,Hold,0,1,19,100
34.6542232913283,Hold,0,1,20,-100
55.1249058750121,Hold,0,1,1,-100
34.4924495827884,Hold,0,1,2,100
115.665874442453,Hold,0,1,3,-100
75.0606686750974,Hold,0,1,4,100
5.16462700839505,Hold,0,1,5,100
20.502696816045,Hold,0,1,6,-100
95.2772291925671,Hold,0,1,7,100
51.5163388514816,Hold,0,1,8,-100
74.4093357767128,Hold,0,1,9,100
-68.399947643395,Hold,0,1,10,-100
70.2906461541188,Hold,0,1,14,-100
22.8105159485665,Hold,0,1,15,100
-28.6344792944805,Hold,0,1,16,100
44.2021759544537,Hold,0,1,17,100
33.024537074298,Hold,0,1,18,-100
-6.27743898738642,Hold,0,1,19,100
16.6011456882418,Hold,0,1,20,-100
23.1769253873764,Hold,0,1,1,-100
-44.0124602471045,Hold,0,1,2,100
-2.57057172216696,Hold,0,1,4,100
13.6289636932369,Hold,0,1,5,100
75.9400849592841,Hold,0,1,8,-100
62.8687376228826,Hold,0,1,9,100
-33.9672639581983,Hold,0,1,10,-100
6.68514862537361,Hold,0,1,11,100
-5.85801903249346,Hold,0,1,12,-100
89.5259528762396,Hold,0,1,13,100
10.1882743683541,Hold,0,1,14,-100
10.4061949237639,Hold,0,1,15,100
-2.04621395193613,Hold,0,1,16,100
23.3023019175891,Hold,0,1,17,100
-66.6670356610361,Hold,0,1,18,-100
-56.1867578858466,Hold,0,1,19,100
24.6874402330961,Hold,0,1,20,-100
51.1020178139526,Hold,0,1,1,-100
-57.9449071962289,Hold,0,1,2,100
27.930030397685,Hold,0,1,3,-100
39.7888716997483,Hold,0,1,4,100
13.0000596810257,Hold,0,1,5,100
32.8591628839849,Hold,0,1,6,-100
24.1940789413755,Hold,0,1,7,100
10.7952309883687,Hold,0,1,9,100
20.2060339564739,Hold,0,1,10,-100
-54.5927672308621,Hold,0,1,11,100
-29.5975740858302,Hold,0,1,12,-100
-80.6675659353486,Hold,0,1,13,100
-50.3670640890995,Hold,0,1,14,-100
21.3886828640105,Hold,0,1,15,100
126.455368282821,Hold,0,1,16,100
57.2646739131857,Hold,0,1,17,100
65.8959208833163,Hold,0,1,18,-100
-93.904372291987,Hold,0,1,19,100
-19.3939753100241,Hold,0,1,20,-100
-23.7413673794457,Hold,0,1,1,-100
-16.988875874599,Hold,0,1,3,-100
94.9407064057483,Hold,0,1,4,100
39.2703194043607,Hold,0,1,6,-100
43.4985821177649,Hold,0,1,7,100
3.31620727989634,Hold,0,1,8,-100
-37.0369589142891,Hold,0,1,9,100
16.5107012876851,Hold,0,1,11,100
-5.98137971893783,Hold,0,1,12,-100
6.80624121020252,Hold,0,1,13,100
-2.91683635486657,Hold,0,1,14,-100
-1.06730115440027,Hold,0,1,15,100
57.2368116737997,Hold,0,1,16,100
42.7330181750163,Hold,0,1,17,100
53.0930662859155,Hold,0,1,18,-100
-4.90168886791745,Hold,0,1,19,100
11.7145693099513,Hold,0,1,20,-100
30.7035550199441,Hold,0,1,1,-100
-7.06141778123346,Hold,0,1,2,100
10.8855507317966,Hold,0,1,3,-100
134.703966200559,Hold,0,1,4,100
-101.837379756846,Hold,0,1,5,100
-5.31212208857755,Hold,0,1,6,-100
25.6784310704766,Hold,0,1,7,100
35.9454616229259,Hold,0,1,8,-100
9.64513677360451,Hold,0,1,9,100
61.8835390774906,Hold,0,1,10,-100
-59.5731549792169,Hold,0,1,11,100
-94.3298797539951,Hold,0,1,12,-100
-36.3433368542563,Hold,0,1,13,100
-83.8156916650901,Hold,0,1,14,-100
23.9947558614216,Hold,0,1,15,100
47.6511153197836,Hold,0,1,16,100
-12.8127741664791,Hold,0,1,17,100
-54.8731886796377,Hold,0,1,19,100
31.6141530211677,Hold,0,1,20,-100
-11.6791922930486,Hold,0,1,2,100
29.6820413832149,Hold,0,1,3,-100
182.406053302673,Hold,0,1,4,100
174.419075534434,Hold,0,1,5,100
2.49691287412161,Hold,0,1,6,-100
-26.7073496202628,Hold,0,1,7,100
-39.786651989027,Hold,0,1,8,-100
27.0718518637245,Hold,0,1,9,100
53.8607637159042,Hold,0,1,10,-100
-64.5152148900103,Hold,0,1,11,100
31.1932030729454,Hold,0,1,12,-100
-16.9034381212291,Hold,0,1,13,100
18.4757828205522,Hold,0,1,14,-100
-49.3248869538208,Hold,0,1,15,100
-9.0597757989603,Hold,0,1,16,100
-11.5788753999487,Hold,0,1,18,-100
-110.51775667013,Hold,0,1,19,100
64.4649046940719,Hold,0,1,20,-100
-37.0474983355468,Hold,0,1,1,-100
79.8579628263827,Hold,0,1,3,-100
147.08306094917,Hold,0,1,4,100
10.0975222328528,Hold,0,1,5,100
16.8632026740195,Hold,0,1,6,-100
-23.4076009902876,Hold,0,1,7,100
-40.6917864190883,Hold,0,1,8,-100
-1.44294527668002,Hold,0,1,9,100
-6.05374187907441,Hold,0,1,10,-100
-48.5244847726396,Hold,0,1,11,100
60.1594100551009,Hold,0,1,12,-100
-28.3841316706737,Hold,0,1,13,100
34.753456911494,Hold,0,1,14,-100
10.9307508520722,Hold,0,1,15,100
0.325883507200351,Hold,0,1,16,100
27.5615751618383,Hold,0,1,17,100
-44.8692087499854,Hold,0,1,18,-100
-135.49078616098,Hold,0,1,19,100
-5.53081547822053,Hold,0,1,20,-100
-112.946259812612,Hold,0,1,1,-100
-23.2570087543088,Hold,0,1,2,100
62.230494642443,Hold,0,1,3,-100
40.158198516441,Hold,0,1,5,100
53.4404417136182,Hold,0,1,6,-100
-32.3611258638362,Hold,0,1,7,100
22.6413617648886,Hold,0,1,9,100
-15.4682464357064,Hold,0,1,10,-100
8.39769547541847,Hold,0,1,11,100
-2.20307310539041,Hold,0,1,12,-100
-147.981786889099,Hold,0,1,13,100
44.938955470555,Hold,0,1,14,-100
-3.10206794504442,Hold,0,1,15,100
21.5530577055783,Hold,0,1,16,100
38.4297773297652,Hold,0,1,17,100
7.37153075654138,Hold,0,1,18,-100
-66.7992397475886,Hold,0,1,19,100
-29.2856962365664,Hold,0,1,20,-100
-23.5921983534379,Hold,0,1,1,-100
76.1957260851797,Hold,0,1,2,100
120.310901359656,Hold,0,1,3,-100
116.01505670027,Hold,0,1,4,100
62.5881423033683,Hold,0,1,5,100
3.63839466894363,Hold,0,1,6,-100
-46.9190138618387,Hold,0,1,8,-100
60.3548858738327,Hold,0,1,9,100
114.497469881273,Hold,0,1,10,-100
-12.6583853252417,Hold,0,1,11,100
-35.9035873038199,Hold,0,1,13,100
21.3922276850024,Hold,0,1,14,-100
16.4564713175934,Hold,0,1,15,100
68.9949294630185,Hold,0,1,16,100
46.6796589116295,Hold,0,1,18,-100
16.0211550661536,Hold,0,1,20,-100
-106.584013614588,Hold,0,1,1,-100
-42.2787049263184,Hold,0,1,2,100
36.8671761367216,Hold,0,1,3,-100
100.275533758169,Hold,0,1,4,100
6.77280721044315,Hold,0,1,5,100
-21.2765904165194,Hold,0,1,7,100
164.50495675119,Hold,0,1,8,-100
18.9173972492161,Hold,0,1,9,100
-45.3162598335853,Hold,0,1,10,-100
36.7242745264676,Hold,0,1,11,100
30.9625914344579,Hold,0,1,12,-100
-87.0826412571872,Hold,0,1,13,100
72.3903572900515,Hold,0,1,14,-100
-4.12761838447914,Hold,0,1,16,100
55.00464378255,Hold,0,1,17,100
38.9119390621739,Hold,0,1,18,-100
-25.4056667694813,Hold,0,1,19,100
26.3455125011699,Hold,0,1,1,-100
-15.1648826109438,Hold,0,1,2,100
157.027378111516,Hold,0,1,4,100
-8.21946885874608,Hold,0,1,5,100
49.8309915989008,Hold,0,1,6,-100
8.28395575444937,Hold,0,1,7,100
86.449496162201,Hold,0,1,8,-100
45.3189951989836,Hold,0,1,9,100
1.04508005346948,Hold,0,1,10,-100
-20.1580372149269,Hold,0,1,11,100
-14.0354681819216,Hold,0,1,12,-100
12.0080536377696,Hold,0,1,13,100
66.9208560473114,Hold,0,1,14,-100
-14.2497180586729,Hold,0,1,15,100
38.9229795234333,Hold,0,1,16,100
30.5423747788528,Hold,0,1,17,100
78.3261537764526,Hold,0,1,18,-100
-28.5980820508653,Hold,0,1,19,100
24.9844669138955,Hold,0,1,20,-100
79.9436728966954,Hold,0,1,1,-100
25.5291687453967,Hold,0,1,2,100
-2.30253298738223,Hold,0,1,3,-100
-76.3733235792083,Hold,0,1,5,100
32.9174982053645,Hold,0,1,6,-100
47.6316470755709,Hold,0,1,7,100
59.7540990227504,Hold,0,1,8,-100
